City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
469,Carberry,CA,49.8689,-99.3602,91.63,15,0,16.44,clear sky
470,Chara,RU,56.9064,118.2631,59.9,81,100,0.83,overcast clouds
471,Kholmy,UA,51.871,32.6006,65.82,76,3,4.63,clear sky
472,Guadix,ES,37.2993,-3.1392,85.35,39,0,3.24,clear sky
473,Suez,EG,29.9737,32.5263,82.96,62,0,13.76,clear sky
474,Kumluca,TR,36.3703,30.2869,85.15,51,0,6.06,clear sky
475,Bandarbeyla,SO,9.4942,50.8122,76.23,85,99,31.94,overcast clouds
476,Acapulco,MX,16.8634,-99.8901,82.22,78,75,10.36,broken clouds
477,Bukama,CD,-9.2,25.85,76.51,25,5,1.03,clear sky
478,Kanker,IN,20.2719,81.4931,76.59,81,100,4.99,overcast clouds
479,Guerrero Negro,MX,27.9769,-114.0611,78.78,60,5,12.12,clear sky
480,Ewa Beach,US,21.3156,-158.0072,82.35,58,75,8.05,broken clouds
481,Tazmalt,DZ,36.3868,4.3989,86.77,46,36,6.58,scattered clouds
482,Palmer,US,42.1584,-72.3287,87.76,53,75,1.01,broken clouds
483,Salalah,OM,17.0151,54.0924,77.09,100,90,4.61,light intensity drizzle
484,Udachnyy,RU,66.4167,112.4,48.78,90,12,3.27,few clouds
485,Sucua,EC,-2.4667,-78.1667,84.94,54,40,4.61,scattered clouds
486,Show Low,US,34.2542,-110.0298,88.3,22,1,6.91,clear sky
487,Tabou,CI,4.423,-7.3528,76.78,83,20,11.59,few clouds
488,Lakselv,NO,70.0513,24.9718,69.62,45,0,8.05,clear sky
489,Marfino,RU,55.7028,37.3822,70.88,94,20,0.0,few clouds
490,Diego De Almagro,CL,-26.3667,-70.05,63.55,26,40,7.18,scattered clouds
491,Bud,US,39.447,-86.1758,89.04,63,99,8.52,overcast clouds
492,Hakodate,JP,41.7758,140.7367,72.72,92,100,15.55,overcast clouds
493,De Aar,ZA,-30.6497,24.0123,57.78,28,9,9.57,clear sky
494,Flinders,AU,-34.5833,150.8552,50.2,83,100,1.01,overcast clouds
495,Cayenne,GF,4.9333,-52.3333,86.09,77,75,4.0,broken clouds
496,Qaqortoq,GL,60.7167,-46.0333,52.3,76,8,17.36,clear sky
497,Aktash,RU,50.3,87.7333,45.46,71,17,1.39,few clouds
498,Saint Cloud,US,45.5608,-94.1625,75.61,69,90,11.5,overcast clouds
499,Buin,CL,-33.7333,-70.75,55.72,79,100,1.34,overcast clouds
500,Kitimat,CA,54.0524,-128.6534,67.91,72,97,3.13,overcast clouds
501,Oriximina,BR,-1.7656,-55.8661,91.38,42,75,6.93,broken clouds
502,Santa Cruz Del Sur,CU,20.7147,-77.9956,89.53,53,44,7.0,heavy intensity rain
503,Brazzaville,CG,-4.2658,15.2832,81.57,41,4,5.86,clear sky
504,Freeport,US,40.6576,-73.5832,79.88,86,75,12.66,moderate rain
505,Parkes,AU,-33.1333,148.1833,49.86,74,100,7.29,overcast clouds
506,Bengkulu,ID,-3.8004,102.2655,76.41,91,42,5.14,scattered clouds
507,Grafton,US,42.207,-71.6856,84.51,69,1,6.91,clear sky
508,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,5.75,broken clouds
509,Dedza,MW,-14.3779,34.3332,56.7,54,0,2.86,clear sky
510,Matam,SN,15.6175,-13.3303,92.44,46,98,11.74,overcast clouds
511,Boende,CD,-0.2167,20.8667,76.41,67,72,2.62,broken clouds
512,Carauari,BR,-4.8828,-66.8958,90.12,44,81,2.51,broken clouds
513,Whitehorse,CA,60.7161,-135.0538,63.37,55,75,14.97,broken clouds
514,San Policarpo,PH,12.1791,125.5072,78.33,87,100,5.26,overcast clouds
515,Port Hardy,CA,50.6996,-127.4199,61.09,81,57,8.79,broken clouds
516,Nikolayevsk-Na-Amure,RU,53.1406,140.73,45.86,96,82,1.61,broken clouds
517,Santa Cruz,BO,-17.8,-63.1667,90.86,33,20,29.93,few clouds
518,Kambove,CD,-10.8764,26.5969,63.88,31,0,4.25,clear sky
519,Bereda,ES,43.2686,-7.5406,64.42,82,100,4.7,overcast clouds
520,Kysyl-Syr,RU,63.8986,122.7617,69.24,56,100,7.25,overcast clouds
521,Umm Kaddadah,SD,13.6017,26.6876,86.47,43,63,10.49,broken clouds
522,Izumo,JP,35.3667,132.7667,78.75,98,100,23.06,heavy intensity rain
523,Talcahuano,CL,-36.7167,-73.1167,55.08,54,0,4.61,clear sky
524,Wajima,JP,37.4,136.9,82.13,84,100,12.84,overcast clouds
525,Royal Leamington Spa,GB,52.3,-1.5333,64.72,71,1,11.99,clear sky
526,Ghugus,IN,19.9333,79.1333,82.71,73,100,2.91,overcast clouds
527,Kropotkin,RU,45.4375,40.5756,75.56,69,100,7.85,light rain
528,Marinette,US,45.1,-87.6307,81.3,88,90,11.5,overcast clouds
529,Portland,US,45.5234,-122.6762,74.52,53,75,1.01,broken clouds
530,Mbour,SN,14.422,-16.9638,84.29,73,25,12.19,scattered clouds
531,Hofn,IS,64.2539,-15.2082,57.11,73,3,5.06,clear sky
532,Luorong,CN,24.4058,109.6086,79.74,92,100,2.82,overcast clouds
533,Jalu,LY,29.0331,21.5482,92.12,18,0,9.89,clear sky
534,Kiruna,SE,67.8557,20.2251,52.72,100,90,11.5,drizzle
535,Nouakchott,MR,18.0858,-15.9785,78.73,77,3,15.68,clear sky
536,Glendive,US,47.1053,-104.7125,100.53,21,1,10.36,clear sky
537,Te Anau,NZ,-45.4167,167.7167,31.32,96,96,1.25,light snow
538,Pangnirtung,CA,66.1451,-65.7125,46.4,81,90,14.97,overcast clouds
539,Ulaangom,MN,49.9811,92.0667,60.21,66,100,3.67,overcast clouds
540,Marietta,US,33.9526,-84.5499,90.9,58,75,3.44,broken clouds
541,Sechura,PE,-5.5569,-80.8222,77.41,52,6,14.32,clear sky
542,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,32,20,8.05,few clouds
543,Jaguey Grande,CU,22.5269,-81.1286,90.25,42,2,5.44,clear sky
544,Mount Isa,AU,-20.7333,139.5,44.37,53,0,3.44,clear sky
545,Komsomolskiy,UZ,40.4272,71.7189,81.32,36,0,4.61,clear sky
546,Tura,IN,25.5198,90.2201,75.27,97,94,6.02,overcast clouds
547,Hasaki,JP,35.7333,140.8333,77.4,91,100,15.68,overcast clouds
548,Manhattan,US,40.7834,-73.9662,82.63,68,75,11.5,broken clouds
549,Tornio,FI,65.8481,24.1466,59.02,94,100,17.58,overcast clouds
550,Tenenkou,ML,14.4572,-4.9169,88.29,48,98,2.01,overcast clouds
551,Scottsbluff,US,41.8666,-103.6672,95.77,22,1,4.0,haze
552,Turan,VN,16.0678,108.2208,89.65,74,20,0.0,few clouds
553,Sioux Lookout,CA,50.1001,-91.917,69.87,78,90,9.22,smoke
554,Narsaq,GL,60.9167,-46.05,52.02,63,10,12.08,clear sky
555,Dvinskoy,RU,62.1535,45.1175,53.04,96,100,10.2,light rain
556,Alice Springs,AU,-23.7,133.8833,35.15,48,0,2.3,clear sky
557,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,45,1,17.27,clear sky
558,Meadow Lake,US,34.8014,-106.5436,91.81,12,0,7.67,clear sky
559,Zavodouspenskoye,RU,56.8626,65.0155,59.22,96,27,4.72,scattered clouds
560,Luwuk,ID,-0.9516,122.7875,75.27,89,100,4.21,overcast clouds
561,Tselinnoye,RU,53.0833,85.6667,63.27,67,14,6.15,few clouds
562,Terny,UA,50.9833,33.9833,69.62,69,0,8.9,clear sky
563,Bonthe,SL,7.5264,-12.505,78.87,73,100,11.01,overcast clouds
564,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,72,81,15.21,broken clouds
565,Ariquemes,BR,-9.9133,-63.0408,99.84,19,3,2.73,clear sky
566,Rawson,AR,-43.3002,-65.1023,51.48,35,0,6.8,clear sky
567,Ucluelet,CA,48.9329,-125.5528,71.1,74,6,5.66,clear sky
568,Narbonne,FR,43.0833,2.8333,74.57,35,28,7.76,scattered clouds
569,Natuba,BR,-7.6414,-35.55,78.73,59,94,13.58,overcast clouds
570,Constantine,DZ,36.365,6.6147,83.61,44,20,8.05,few clouds
571,Bulaevo,KZ,54.9056,70.4439,61.61,97,99,4.12,overcast clouds
572,Ghanzi,BW,-21.5667,21.7833,62.22,22,0,6.11,clear sky
573,Safaga,EG,26.7292,33.9365,91.18,47,0,7.11,clear sky
574,Ixtapa,MX,20.7,-105.2,88.23,66,20,5.75,few clouds
575,Valentin Gomez Farias,MX,28.2167,-106.5833,82.62,35,99,4.61,overcast clouds
576,Luklukan,PH,14.3254,122.7124,78.94,88,100,6.71,overcast clouds
577,Drayton Valley,CA,53.2168,-114.9854,59.92,76,98,11.97,overcast clouds
578,Altamira,BR,-3.2033,-52.2064,91.49,52,40,5.75,scattered clouds
579,Ebeltoft,DK,56.1944,10.6821,62.62,85,40,2.3,scattered clouds
580,Taos,US,36.4072,-105.5731,84.54,18,1,1.99,clear sky
581,Chama,CH,47.1821,8.4636,64.44,79,75,3.44,broken clouds
582,Acurenam,GQ,1.0322,10.6488,67.6,98,62,3.15,broken clouds
583,Bosaso,SO,11.2842,49.1816,90.41,47,38,2.08,scattered clouds
584,Oskemen,KZ,49.9565,82.6119,66.16,63,75,6.71,broken clouds
585,Shelburne,CA,44.0787,-80.2041,77.76,69,100,9.48,light rain
586,Sorata,BO,-15.7667,-68.6333,56.57,56,4,9.95,clear sky
587,Verkhniy Mamon,RU,50.1635,40.3832,81.39,25,100,7.27,overcast clouds
588,Atambua,ID,-9.1061,124.8925,67.59,85,17,4.05,few clouds
589,Saint-Pierre,RE,-21.3393,55.4781,68.29,69,90,4.61,overcast clouds
590,Caceres,ES,39.522,-6.3748,81.55,18,0,5.77,clear sky
591,Ampanihy,MG,-24.7,44.75,64.27,76,0,7.4,clear sky
592,Batagay,RU,67.6333,134.6333,62.19,45,32,2.95,scattered clouds
593,Fez,MA,34.0372,-4.9998,80.85,41,0,11.5,clear sky
594,Hamirpur,IN,25.95,80.15,84.06,85,100,4.14,overcast clouds
595,Alyangula,AU,-13.8483,136.4192,68.79,85,4,8.52,clear sky
596,Mumford,GH,5.2618,-0.759,75.65,88,92,13.85,overcast clouds
597,Santa Lucia,ES,27.9117,-15.5407,69.12,57,20,21.85,few clouds
598,Vrangel,RU,42.7297,133.0839,67.24,86,100,7.47,overcast clouds
599,Boca Do Acre,BR,-8.7522,-67.3978,101.1,20,6,2.24,clear sky
600,Cap Malheureux,MU,-19.9842,57.6142,69.48,90,100,5.01,light rain
601,Mariental,NA,-24.6333,17.9667,65.62,21,55,10.8,broken clouds
602,Alofi,NU,-19.0595,-169.9187,75.09,83,100,9.22,overcast clouds
603,Samarai,PG,-10.6167,150.6667,77.43,79,94,15.5,overcast clouds
604,Ternate,ID,0.8,127.4,79.12,81,100,1.43,overcast clouds
605,Morro Bay,US,35.3658,-120.8499,91.38,62,28,8.99,scattered clouds
606,Belton,US,38.812,-94.5319,88.56,66,75,4.0,broken clouds
607,Metro,ID,-5.1131,105.3067,74.89,93,88,3.78,overcast clouds
608,Mangrol,IN,21.1167,70.1167,80.76,81,100,9.04,overcast clouds
609,Tubmanburg,LR,6.8708,-10.8172,75.52,87,99,5.19,overcast clouds
610,Takoradi,GH,4.8845,-1.7554,76.75,84,96,10.8,overcast clouds
611,Nanakuli,US,21.3906,-158.1547,82.35,59,75,8.05,broken clouds
612,Bouna,CI,9.2667,-3.0,76.32,84,100,4.56,overcast clouds
613,Sibolga,ID,1.7427,98.7792,75.74,92,57,3.85,broken clouds
614,Ajdabiya,LY,30.7554,20.2263,84.36,61,0,12.19,clear sky
615,Verkhnevilyuysk,RU,63.4453,120.3167,64.36,86,99,2.39,overcast clouds
616,Shache,CN,38.4167,77.2406,75.7,39,100,8.88,overcast clouds
617,Shitanjing,CN,39.2342,106.3439,72.1,39,0,8.39,clear sky
618,Plauen,DE,50.5,12.1333,61.52,76,3,8.3,clear sky
619,Ranong,TH,9.9658,98.6348,79.54,88,82,6.4,broken clouds
620,Marrakesh,MA,31.6315,-8.0083,84.27,39,0,14.97,clear sky
621,Nortelandia,BR,-14.4547,-56.8028,97.5,19,7,4.0,clear sky
622,Richards Bay,ZA,-28.783,32.0377,70.47,52,0,12.91,clear sky
623,Manzhouli,CN,49.6,117.4333,60.53,83,100,2.57,moderate rain
624,Gazli,UZ,40.1333,63.45,89.82,15,0,13.53,clear sky
625,Dixon,US,38.4455,-121.8233,93.18,37,1,6.91,clear sky
626,Griffith,US,41.5284,-87.4237,91.89,60,40,1.99,scattered clouds
627,Liwale,TZ,-9.7667,37.9333,69.15,49,20,1.36,few clouds
628,Cuautepec,MX,16.7,-99.0,86.09,61,28,6.55,scattered clouds
629,Tilichiki,RU,60.4667,166.1,47.84,71,89,7.81,overcast clouds
630,Rapar,IN,23.5667,70.6333,84.58,60,31,14.99,scattered clouds
631,Jamuria,IN,23.7,87.0833,83.07,78,98,4.94,overcast clouds
632,Mollendo,PE,-17.0231,-72.0147,60.8,82,99,11.43,overcast clouds
633,Pouebo,NC,-20.4,164.5667,62.46,80,82,5.73,broken clouds
634,Volovo,UA,48.5246,23.5056,67.03,69,35,4.25,scattered clouds
635,Palu,ID,-0.8917,119.8707,74.44,94,100,3.51,light rain
636,Magoula,GR,38.0833,23.5167,84.61,47,0,2.3,clear sky
637,Tagusao,PH,9.1924,117.8141,80.06,83,100,4.85,overcast clouds
638,Kohlu,PK,29.8962,69.252,86.2,38,90,6.96,overcast clouds
639,Yagoua,CM,10.3411,15.2329,73.71,88,98,3.83,light rain
640,Tucuman,AR,-26.8241,-65.2226,73.4,33,30,9.22,scattered clouds
641,Yining,CN,29.0361,114.5636,77.43,95,98,1.05,overcast clouds
642,Ekibastuz,KZ,51.6667,75.3667,63.84,76,69,10.85,broken clouds
643,Itarema,BR,-2.9248,-39.9167,83.16,64,0,21.21,clear sky
644,Hami,CN,42.8,93.45,82.8,16,100,9.13,overcast clouds
645,High Prairie,CA,55.4334,-116.4858,60.1,47,30,7.87,scattered clouds
646,Ferme-Neuve,CA,46.7001,-75.4493,74.98,64,100,5.41,overcast clouds
647,Ust-Nera,RU,64.5667,143.2,58.73,59,5,4.59,clear sky
648,Abu Samrah,SY,35.3029,37.1841,78.49,62,0,15.59,clear sky
649,San Martin,AR,-33.081,-68.4681,57.74,53,99,20.58,overcast clouds
650,Barranca,PE,-10.75,-77.7667,66.0,72,32,12.88,scattered clouds
651,Praia,CV,14.9215,-23.5087,82.94,74,40,9.22,scattered clouds
652,Khash,IR,28.2211,61.2158,82.92,13,0,2.48,clear sky
653,Havoysund,NO,70.9963,24.6622,70.68,59,47,9.53,scattered clouds
654,Diffa,NE,13.3154,12.6113,85.5,55,84,8.81,broken clouds
655,Jurado,CO,7.1053,-77.7641,82.29,76,71,7.2,light rain
656,Pundaguitan,PH,6.3711,126.1689,80.98,70,100,2.53,overcast clouds
657,Camana,PE,-16.6228,-72.7111,61.77,82,86,11.86,overcast clouds
658,Asuncion Mita,GT,14.3308,-89.7108,88.27,58,100,3.8,overcast clouds
659,Gimli,CA,50.6336,-96.9907,75.22,78,24,18.41,few clouds
660,Sakakah,SA,29.9697,40.2064,94.57,14,0,3.47,clear sky
661,Qasigiannguit,GL,68.8193,-51.1922,44.85,95,100,9.91,overcast clouds
662,Mayo,US,38.8876,-76.5119,93.22,66,1,5.99,clear sky
663,Contai,IN,21.7786,87.7536,82.98,85,33,11.86,scattered clouds
664,Beamsville,CA,43.1668,-79.4829,86.02,69,100,3.0,overcast clouds
665,Vila,PT,42.0304,-8.1588,62.71,66,100,4.0,overcast clouds
666,Shingu,JP,33.7333,135.9833,82.9,94,100,22.12,overcast clouds
667,Mehamn,NO,71.0357,27.8492,66.38,55,0,9.22,clear sky
668,Vila Velha,BR,-20.3297,-40.2925,73.35,73,40,6.91,scattered clouds
669,Kudahuvadhoo,MV,2.6708,72.8944,82.8,74,100,10.22,overcast clouds
670,Magistralnyy,RU,56.1725,107.4458,51.85,63,100,3.56,overcast clouds
671,Muzhi,RU,65.3667,64.6667,55.72,89,100,13.49,overcast clouds
672,Cabadiangan,PH,9.7531,122.4739,77.43,88,100,4.16,light rain
673,Ust-Koksa,RU,50.2696,85.6108,53.89,70,27,1.83,scattered clouds
674,Marsabit,KE,2.3284,37.9899,71.65,45,21,10.51,few clouds
675,Lewistown,US,40.5992,-77.5714,90.14,55,20,3.44,few clouds
676,Ladario,BR,-19.0047,-57.6017,95.29,24,0,13.8,clear sky
677,Aguimes,ES,27.9054,-15.4461,74.03,57,20,21.85,few clouds
678,Mirnyy,RU,62.5353,113.9611,52.38,93,65,1.1,broken clouds
679,Lillooet,CA,50.6856,-121.942,65.12,69,99,3.87,overcast clouds
680,Korla,CN,41.7597,86.1469,81.7,31,100,5.12,overcast clouds
681,Manakara,MG,-22.1333,48.0167,65.53,88,5,3.58,clear sky
682,Challapata,BO,-18.9,-66.7667,52.75,23,9,8.84,clear sky
683,Vestmannaeyjar,IS,63.4427,-20.2734,59.99,63,0,13.8,clear sky
684,Varhaug,NO,58.6147,5.6457,60.85,83,82,14.97,broken clouds
685,Dandong,CN,40.1292,124.3947,70.52,90,0,3.29,clear sky
686,Iberia,US,29.9502,-91.7507,91.98,70,1,12.66,clear sky
687,Pitimbu,BR,-7.4706,-34.8086,81.19,74,7,15.14,clear sky
688,Aklavik,CA,68.2191,-135.0107,53.6,66,40,3.44,scattered clouds
689,Sur,OM,22.5667,59.5289,88.86,58,6,13.24,clear sky
690,Zahir Pir,PK,28.8124,70.524,95.85,30,0,8.08,clear sky
691,Alamogordo,US,32.8995,-105.9603,94.96,24,1,4.61,clear sky
692,Delvada,IN,20.7667,71.0333,80.04,83,100,7.96,overcast clouds
693,Yokadouma,CM,3.5167,15.05,69.22,98,65,0.85,light rain
694,Dawson Creek,CA,55.7666,-120.2362,66.16,52,1,10.36,clear sky
695,Isla Vista,US,34.4133,-119.861,98.35,82,90,8.05,haze
696,Jablah,SY,35.3614,35.9256,79.09,78,20,6.91,few clouds
697,Kukes,AL,42.0769,20.4219,76.91,34,0,8.75,clear sky
698,Kuopio,FI,62.8924,27.677,64.35,94,75,9.22,broken clouds
699,Rio Grande,BR,-32.035,-52.0986,84.31,71,69,7.43,broken clouds
700,Decatur,US,39.8403,-88.9548,88.75,73,88,13.96,overcast clouds
701,Koshurnikovo,RU,54.1667,93.3,53.56,95,10,2.98,clear sky
702,Batagay-Alyta,RU,67.8006,130.4114,56.28,45,19,0.65,few clouds
703,Monrovia,LR,6.3005,-10.7969,80.37,77,23,11.97,few clouds
704,Gamba,GA,-2.65,10.0,72.61,83,9,5.59,clear sky
705,Nerchinskiy Zavod,RU,51.3088,119.61,59.09,93,100,1.61,overcast clouds
